num_gab,year,week,week_start,week_end,total_montant,total_nombre,lib_gab,agence,region,ds,y
1600586,2023,17,2023-04-24,2023-04-30,2381959.8562825327,3132.2573837773525,Site_2,Agence_52,Region_8,2023-04-24,2460000.0
1600586,2023,18,2023-05-01,2023-05-07,2045642.341847005,3276.1917962581015,Site_3,Agence_53,Region_9,2023-05-01,2491935.0
1600586,2023,19,2023-05-08,2023-05-14,1462728.6067984323,2560.036605718133,Site_4,Agence_54,Region_10,2023-05-08,1644440.0
1600586,2023,20,2023-05-15,2023-05-21,1983340.8285729664,2961.9519632787037,Site_5,Agence_55,Region_11,2023-05-15,1946335.0
1600586,2023,21,2023-05-22,2023-05-28,3200952.932877527,3435.4272706413535,Site_6,Agence_56,Region_12,2023-05-22,2899035.0
1600586,2023,22,2023-05-29,2023-06-04,1959090.3328768131,4379.167836433128,Site_7,Agence_57,Region_1,2023-05-29,2227637.4468085105
1600586,2023,23,2023-06-05,2023-06-11,2411693.9707663446,3631.001526383027,Site_8,Agence_58,Region_2,2023-06-05,2442605.0
1600586,2023,24,2023-06-12,2023-06-18,2565781.6458742786,3685.639793080001,Site_9,Agence_59,Region_3,2023-06-12,2247170.0
1600586,2023,25,2023-06-19,2023-06-25,2412414.2252062834,4289.712333667026,Site_10,Agence_60,Region_4,2023-06-19,2227637.4468085105
1600586,2023,26,2023-06-26,2023-07-02,2063242.195861867,2737.1964618529687,Site_11,Agence_61,Region_5,2023-06-26,2163905.0
1600586,2023,27,2023-07-03,2023-07-09,2638337.75856838,3159.566938234436,Site_12,Agence_62,Region_6,2023-07-03,2257940.0
1600586,2023,28,2023-07-10,2023-07-16,1772522.0388591534,3517.5333420851275,Site_13,Agence_63,Region_7,2023-07-10,2144275.0
1600586,2023,29,2023-07-17,2023-07-23,1911163.5860119704,3172.2445875937005,Site_14,Agence_64,Region_8,2023-07-17,2158220.0
1600586,2023,30,2023-07-24,2023-07-30,3305579.3041841737,3582.1209252248595,Site_15,Agence_65,Region_9,2023-07-24,2909110.0
1600586,2023,31,2023-07-31,2023-08-06,2759883.79428126,4235.311953523546,Site_16,Agence_66,Region_10,2023-07-31,3174115.0
1600586,2023,32,2023-08-07,2023-08-13,1487393.2086708758,2644.3196083503476,Site_17,Agence_67,Region_11,2023-08-07,1733355.0
1600586,2023,33,2023-08-14,2023-08-20,2385540.755738224,2608.148749999463,Site_18,Agence_68,Region_12,2023-08-14,2037415.0
1600586,2023,34,2023-08-21,2023-08-27,2483591.302057896,3052.0884144288943,Site_19,Agence_69,Region_1,2023-08-21,2147160.0
1600586,2023,35,2023-08-28,2023-09-03,2849137.303596577,2901.494304404631,Site_20,Agence_70,Region_2,2023-08-28,2594595.0
1600586,2023,36,2023-09-04,2023-09-10,1828114.5214612503,2657.5167884559582,Site_21,Agence_71,Region_3,2023-09-04,2035500.0
1600586,2023,37,2023-09-11,2023-09-17,1488988.373350229,1895.9027465948154,Site_22,Agence_72,Region_4,2023-09-11,1443300.0
1600586,2023,38,2023-09-18,2023-09-24,1983698.1254155647,2435.0039318306117,Site_23,Agence_73,Region_5,2023-09-18,1911250.0
1600586,2023,39,2023-09-25,2023-10-01,2193092.388844509,2476.51218271072,Site_24,Agence_74,Region_6,2023-09-25,2594700.0
1600586,2023,40,2023-10-02,2023-10-08,3308692.1271752845,3345.8317075811924,Site_25,Agence_75,Region_7,2023-10-02,3143650.0
1600586,2023,41,2023-10-09,2023-10-15,2017076.777229129,2753.4222578175463,Site_26,Agence_76,Region_8,2023-10-09,1906850.0
1600586,2023,42,2023-10-16,2023-10-22,2009322.5741968385,2706.9681130751874,Site_27,Agence_77,Region_9,2023-10-16,2020100.0
1600586,2023,43,2023-10-23,2023-10-29,2114130.8084300263,2378.103215516534,Site_28,Agence_78,Region_10,2023-10-23,2047100.0
1600586,2023,44,2023-10-30,2023-11-05,3478287.5235286327,3090.026745164782,Site_29,Agence_79,Region_11,2023-10-30,2980850.0
1600586,2023,45,2023-11-06,2023-11-12,2530109.4365619216,3677.198867684407,Site_30,Agence_80,Region_12,2023-11-06,2549200.0
1600586,2023,46,2023-11-13,2023-11-19,1599086.776357943,2082.7477202909927,Site_31,Agence_81,Region_1,2023-11-13,1611200.0
1600586,2023,47,2023-11-20,2023-11-26,1839572.9895450496,2503.4279615728715,Site_32,Agence_82,Region_2,2023-11-20,2187300.0
1600586,2023,48,2023-11-27,2023-12-03,2809471.994241349,3090.0292958951973,Site_33,Agence_83,Region_3,2023-11-27,2800500.0
1600586,2023,49,2023-12-04,2023-12-10,2200631.7452036673,2960.524176180312,Site_34,Agence_84,Region_4,2023-12-04,2513800.0
1600586,2023,50,2023-12-11,2023-12-17,2062442.456255374,3057.8263826710872,Site_35,Agence_85,Region_5,2023-12-11,1931950.0
1600586,2023,51,2023-12-18,2023-12-24,2215368.024241798,2887.783316146991,Site_36,Agence_86,Region_6,2023-12-18,2168500.0
1600586,2024,1,2024-01-01,2025-01-05,2042898.3699264731,3968.146433856696,Site_37,Agence_87,Region_7,2024-01-01,2053560.0
1600586,2024,2,2024-01-08,2024-01-14,2186768.8697196823,2909.463309549427,Site_38,Agence_88,Region_8,2024-01-08,2056500.0
1600586,2024,3,2024-01-15,2024-01-21,1509982.8167171255,2135.9354630477505,Site_39,Agence_89,Region_9,2024-01-15,1876400.0
1600586,2024,4,2024-01-22,2024-01-28,2098684.178431661,2435.9367154926654,Site_40,Agence_90,Region_10,2024-01-22,1987800.0
1600586,2024,5,2024-01-29,2024-02-04,3241270.825791008,3443.681260254827,Site_41,Agence_91,Region_11,2024-01-29,3268100.0
1600586,2024,6,2024-02-05,2024-02-11,2004545.5935201086,2570.2569760513993,Site_42,Agence_92,Region_12,2024-02-05,2055100.0
1600586,2024,7,2024-02-12,2024-02-18,1419658.483737548,2339.5444597342466,Site_43,Agence_93,Region_1,2024-02-12,1650000.0
1600586,2024,8,2024-02-19,2024-02-25,2015909.6046651679,1690.1414246093636,Site_44,Agence_94,Region_2,2024-02-19,1708600.0
1600586,2024,9,2024-02-26,2024-03-03,2415245.6390363397,2887.5487287191345,Site_45,Agence_95,Region_3,2024-02-26,2479200.0
1600586,2024,10,2024-03-04,2024-03-10,2198554.698611955,3216.854879479296,Site_46,Agence_96,Region_4,2024-03-04,2606400.0
1600586,2024,11,2024-03-11,2024-03-17,2496221.9652798185,2786.4118977416397,Site_47,Agence_97,Region_5,2024-03-11,2093000.0
1600586,2024,12,2024-03-18,2024-03-24,1822444.8749499815,2339.853706719734,Site_48,Agence_98,Region_6,2024-03-18,1804200.0
1600586,2024,13,2024-03-25,2024-03-31,2145943.8878066735,2301.448365892168,Site_49,Agence_99,Region_7,2024-03-25,2246600.0
1600586,2024,14,2024-04-01,2024-04-07,3214863.376633481,3824.014762726883,Site_50,Agence_100,Region_8,2024-04-01,3424000.0
